localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-12-01 09:00:00\r\n',52.3,0,57.9488189,94.5,0,0.019227968
2025-12-01 09:15:00\r\n',54.3,0,45.22834646,94,0,0.026120891
2025-12-01 09:30:00\r\n',55.7,3,26.85433071,90.5,0,0.035318733
2025-12-01 09:45:00\r\n',57.5,0,101.7637795,85.5,0,0.045125443
2025-12-01 10:00:00\r\n',58.1,0,87.62992126,83,0,0.0555132
2025-12-01 10:15:00\r\n',58.8,3,40.98818898,82.5,0,0.066708729
2025-12-01 10:30:00\r\n',59.7,1,81.97637795,79.5,0,0.078469957
2025-12-01 10:45:00\r\n',60.3,2,93.28346457,76.5,0,0.090970644
2025-12-01 11:00:00\r\n',61.2,0,96.11023622,71,0,0.104299069
2025-12-01 11:15:00\r\n',61.4,0,57.9488189,69.5,0,0.117948563
2025-12-01 11:30:00\r\n',62,1,337.7992126,65.5,0,0.131895731
2025-12-01 11:45:00\r\n',62.3,3,113.0708661,61.5,0,0.145680291
2025-12-01 12:00:00\r\n',62.5,5,87.62992126,56,0,0.158906225
2025-12-01 12:15:00\r\n',63.3,4,86.21653543,57.5,0,0.172145164
2025-12-01 12:30:00\r\n',63.4,2,127.2047244,53,0,0.185787765
2025-12-01 12:45:00\r\n',63.5,3,125.7913386,53.5,0,0.199418644
2025-12-01 13:00:00\r\n',64,0,52.29527559,54,0,0.212872195
2025-12-01 13:15:00\r\n',63.9,0,121.5511811,54,0,0.225812901
2025-12-01 13:30:00\r\n',64.6,3,342.0393701,53,0,0.238459194
2025-12-01 13:45:00\r\n',64.7,2,315.1850394,55,0,0.250134186
2025-12-01 14:00:00\r\n',63.2,3,192.2204724,59,0,0.260788952
2025-12-01 14:15:00\r\n',63.6,0,238.8622047,61.5,0,0.270555596
2025-12-01 14:30:00\r\n',62,2,245.9291339,66,0,0.279349911
2025-12-01 14:45:00\r\n',60.9,1,257.2362205,71,0,0.284491281
2025-12-01 15:00:00\r\n',60.2,1,274.1968504,72.5,0,0.286050621
2025-12-01 15:15:00\r\n',59.5,0,254.4094488,75.5,0,0.287010717
2025-12-01 15:30:00\r\n',59,0,267.1299213,77,0,0.287836329
2025-12-01 15:45:00\r\n',58.6,2,261.476378,78,0,0.288608645
2025-12-01 16:00:00\r\n',58.1,0,248.7559055,80,0,0.289247181
2025-12-01 16:15:00\r\n',57.8,1,240.2755906,80.5,0,0.289700463
2025-12-01 16:30:00\r\n',56.7,1,261.476378,81,0,0.289995033
2025-12-01 16:45:00\r\n',56.6,0,258.6496063,81,0,0.29005042
2025-12-01 16:46:00\r\n',,,,,0,0.29005042
2025-12-01 17:00:00\r\n',56,2,254.4094488,81,0,0.29005042
2025-12-01 17:15:00\r\n',56.3,1,245.9291339,80.5,0,0.29005042
2025-12-01 17:30:00\r\n',56,2,240.2755906,80.5,0,0.29005042
2025-12-01 17:45:00\r\n',55.9,3,255.8228346,81,0,0.29005042
2025-12-01 18:00:00\r\n',55.7,3,244.515748,81.5,0,0.290055512
2025-12-01 18:15:00\r\n',55.5,1,262.8897638,82,0,0.290055512
2025-12-01 18:30:00\r\n',55,2,199.2874016,81.5,0,0.290055512
2025-12-01 18:45:00\r\n',55.4,0,233.2086614,81.5,0,0.290055512
2025-12-01 19:00:00\r\n',55.6,1,238.8622047,82,0,0.290055512
2025-12-01 19:15:00\r\n',54.3,1,234.6220472,82.5,0,0.290055512
2025-12-01 19:30:00\r\n',52.3,2,202.1141732,86,0,0.290055512
2025-12-01 19:45:00\r\n',53.8,1,230.3818898,84,0,0.290055512
2025-12-01 20:00:00\r\n',53.8,2,237.4488189,85,0,0.290055512
2025-12-01 20:15:00\r\n',54,0,224.7283465,84,0,0.290055512
2025-12-01 20:30:00\r\n',54.2,3,230.3818898,85.5,0,0.290055512
2025-12-01 20:45:00\r\n',52.2,6,195.0472441,86,0,0.290073586
2025-12-01 21:00:00\r\n',52.3,4,199.2874016,86,0,0.290099613
2025-12-01 21:15:00\r\n',52.2,1,195.0472441,86,0,0.290099613
2025-12-01 21:30:00\r\n',52,6,196.4606299,86.5,0,0.290099613
2025-12-01 21:45:00\r\n',52.3,4,200.7007874,86,0,0.290123489
2025-12-01 22:00:00\r\n',52.8,3,202.1141732,86.5,0,0.290123489
2025-12-01 22:15:00\r\n',52.6,3,202.1141732,87,0,0.290123489
2025-12-01 22:30:00\r\n',53,3,206.3543307,87,0,0.290123489
2025-12-01 22:45:00\r\n',52.5,5,197.8740157,87.5,0,0.290123489
2025-12-01 23:00:00\r\n',52.4,3,193.6338583,87.5,0,0.290123489
2025-12-01 23:15:00\r\n',53.2,5,203.5275591,85.5,0,0.290123489
2025-12-01 23:30:00\r\n',54.4,3,206.3543307,83.5,0,0.290138638
2025-12-01 23:45:00\r\n',53.7,2,199.2874016,83.5,0,0.290138638
2025-12-02 00:00:00\r\n',55.1,0,252.996063,83,0,0
2025-12-02 00:15:00\r\n',55,0,219.0748031,80.5,0,0
2025-12-02 00:30:00\r\n',55.2,2,248.7559055,78.5,0,0
2025-12-02 00:45:00\r\n',55.6,1,231.7952756,77,0,0
2025-12-02 01:00:00\r\n',54.8,1,236.0354331,75,0,0
2025-12-02 01:15:00\r\n',54.4,5,197.8740157,73.5,0,4.54E-05
2025-12-02 01:30:00\r\n',54.6,2,226.1417323,70,0,0.000239633
2025-12-02 01:45:00\r\n',58.2,3,240.2755906,59.5,0,0.000439909
2025-12-02 02:00:00\r\n',58.5,2,251.5826772,57,0,0.000688951
2025-12-02 02:15:00\r\n',55.9,5,195.0472441,61.5,0,0.0009911
2025-12-02 02:30:00\r\n',53.9,6,197.8740157,68.5,0,0.001313513
2025-12-02 02:45:00\r\n',53.1,6,193.6338583,70.5,0,0.001596476
2025-12-02 03:00:00\r\n',53.2,6,199.2874016,72.5,0,0.001858025
2025-12-02 03:15:00\r\n',53.4,2,212.007874,70,0,0.002067883
2025-12-02 03:30:00\r\n',53.3,6,193.6338583,70,0,0.002287511
2025-12-02 03:45:00\r\n',54.9,5,187.980315,66.5,0,0.002573468
2025-12-02 04:00:00\r\n',54,4,199.2874016,67.5,0,0.00284113
2025-12-02 04:15:00\r\n',54.3,2,200.7007874,67.5,0,0.003041548
2025-12-02 04:30:00\r\n',55.5,3,209.1811024,62.5,0,0.003234026
2025-12-02 04:45:00\r\n',54.3,4,197.8740157,61,0,0.003502733
2025-12-02 05:00:00\r\n',56.2,1,228.9685039,57.5,0,0.003730247
2025-12-02 05:15:00\r\n',57.5,2,224.7283465,56,0,0.003894266
2025-12-02 05:30:00\r\n',56,0,237.4488189,59.5,0,0.004000977
2025-12-02 05:45:00\r\n',55.8,1,260.0629921,59.5,0,0.004043094
2025-12-02 06:00:00\r\n',56.1,0,245.9291339,59,0,0.004085593
2025-12-02 06:15:00\r\n',55.7,1,254.4094488,60,0,0.00412771
2025-12-02 06:30:00\r\n',53.9,0,207.7677165,63.5,0,0.004165898
2025-12-02 06:45:00\r\n',55.3,1,255.8228346,61,0,0.004234049
2025-12-02 07:00:00\r\n',53.8,3,200.7007874,63,0,0.004570637
2025-12-02 07:15:00\r\n',54.5,0,228.9685039,61,0,0.004969077
2025-12-02 07:30:00\r\n',55.7,3,197.8740157,60.5,0,0.00594132
2025-12-02 07:45:00\r\n',56.1,0,212.007874,60.5,0,0.00774846
2025-12-02 08:00:00\r\n',57.1,0,179.5,60,0,0.010615663
2025-12-02 08:15:00\r\n',57.3,0,197.8740157,61.5,0,0.014621637
2025-12-02 08:30:00\r\n',57.8,0,209.1811024,62,0,0.017323575
2025-12-02 08:45:00\r\n',59.3,0,305.2913386,60,0,0.021071121
2025-12-02 09:00:00\r\n',59.2,0,305.2913386,60,0,0.028284294
2025-12-02 09:15:00\r\n',61,0,306.7047244,61.5,0,0.03652193
2025-12-02 09:30:00\r\n',62.4,0,316.5984252,59,0,0.045820903
2025-12-02 09:45:00\r\n',63.4,5,195.0472441,49,0,0.056036529
2025-12-02 10:30:00\r\n',64.5,10,223.3149606,54.5,0,0.089132588
2025-12-02 10:45:00\r\n',64.3,6,196.4606299,60.5,0,0.101116404
2025-12-02 11:00:00\r\n',64.3,0,233.2086614,62.5,0,0.112648303
2025-12-02 11:15:00\r\n',64,0,227.5551181,63.5,0,0.121318379
2025-12-02 11:30:00\r\n',63.1,4,4.24015748,55.5,0,0.128577094
2025-12-02 11:45:00\r\n',62.9,4,330.7322835,56,0,0.135784525
2025-12-02 12:00:00\r\n',62.7,1,254.4094488,57,0,0.143145856
2025-12-02 12:15:00\r\n',63.6,2,8.480314961,54,0,0.153780654
2025-12-02 12:30:00\r\n',63.8,3,346.2795276,53.5,0,0.166983195
2025-12-02 13:00:00\r\n',63.4,0,29.68110236,51.5,0,0.192608366
2025-12-02 13:15:00\r\n',64.6,0,323.6653543,53.5,0,0.204672996
2025-12-02 13:30:00\r\n',64.5,0,227.5551181,56,0,0.216305226
2025-12-02 13:45:00\r\n',64.1,0,185.1535433,59,0,0.227442227
2025-12-02 14:00:00\r\n',64.2,2,18.37401575,63.5,0,0.236448743
2025-12-02 14:15:00\r\n',63.7,2,315.1850394,66,0,0.244425154
2025-12-02 14:30:00\r\n',62.1,5,254.4094488,66.5,0,0.252481706
2025-12-02 14:45:00\r\n',60.2,2,247.3425197,66,0,0.256850322
2025-12-02 15:00:00\r\n',59.2,1,245.9291339,70,0,0.257554134
2025-12-02 15:15:00\r\n',59.1,1,228.9685039,67.5,0,0.257760409
2025-12-02 15:30:00\r\n',58.7,2,268.5433071,65,0,0.257956717
2025-12-02 15:45:00\r\n',58.2,1,258.6496063,67,0,0.258093785
2025-12-02 16:00:00\r\n',57.6,1,301.0511811,65.5,0,0.258164454
2025-12-02 16:15:00\r\n',57.3,1,244.515748,65.5,0,0.258214577
2025-12-02 16:30:00\r\n',57,2,230.3818898,58,0,0.258262002
2025-12-02 16:45:00\r\n',56.6,1,251.5826772,50,0,0.258262002
2025-12-02 17:00:00\r\n',55.9,3,196.4606299,50,0,0.258281669
2025-12-02 17:15:00\r\n',55.8,0,197.8740157,48,0,0.258281669
2025-12-02 17:30:00\r\n',54.7,0,254.4094488,50.5,0,0.258281669
2025-12-02 17:45:00\r\n',53.3,0,298.2244094,55.5,0,0.258281669
2025-12-02 18:00:00\r\n',53.8,0,169.6062992,53.5,0,0.258281669
2025-12-02 18:15:00\r\n',53.9,0,151.2322835,52,0,0.258281669
2025-12-02 18:30:00\r\n',54.3,4,340.6259843,55.5,0,0.258281669
2025-12-02 18:45:00\r\n',55.1,3,337.7992126,54,0,0.258394544
2025-12-02 19:00:00\r\n',54.3,4,325.0787402,60.5,0,0.258492042
2025-12-02 19:15:00\r\n',54,3,346.2795276,61.5,0,0.258564722
2025-12-02 19:30:00\r\n',54,3,342.0393701,56.5,0,0.258609571
2025-12-02 19:45:00\r\n',53.5,1,333.5590551,57.5,0,0.258609571
2025-12-02 20:00:00\r\n',54.3,2,269.9566929,56,0,0.258609571
2025-12-02 20:15:00\r\n',53.8,3,254.4094488,65.5,0,0.258609571
2025-12-02 20:30:00\r\n',53.9,6,339.2125984,72.5,0,0.258687228
2025-12-02 20:45:00\r\n',54.3,4,337.7992126,60,0,0.258811355
2025-12-02 21:00:00\r\n',54.3,6,275.6102362,58,0,0.258994129
2025-12-02 21:15:00\r\n',54.7,1,316.5984252,51.5,0,0.259106262
2025-12-02 21:30:00\r\n',54.8,2,337.7992126,50,0,0.259106262
2025-12-02 21:45:00\r\n',55.1,2,254.4094488,47.5,0,0.259106262
2025-12-02 22:00:00\r\n',54.6,2,299.6377953,46,0,0.259106262
2025-12-02 22:15:00\r\n',54.7,0,320.8385827,44,0,0.259106262
2025-12-02 22:30:00\r\n',54.1,0,293.984252,48,0,0.259106262
2025-12-02 22:45:00\r\n',52.6,0,166.7795276,52,0,0.259106262
2025-12-02 23:00:00\r\n',51.9,0,224.7283465,62.5,0,0.259106262
2025-12-02 23:15:00\r\n',50.9,3,176.6732283,67.5,0,0.259106262
2025-12-02 23:30:00\r\n',50.8,4,196.4606299,68,0,0.259130908
2025-12-02 23:45:00\r\n',51.5,0,224.7283465,65,0,0.259130908
2025-12-03 00:00:00\r\n',53.2,1,252.996063,54.5,0,0
2025-12-03 00:15:00\r\n',52.8,0,285.503937,54.5,0,0
2025-12-03 00:30:00\r\n',50.8,3,179.5,60,0,0
2025-12-03 00:45:00\r\n',51.8,0,209.1811024,60.5,0,0
2025-12-03 01:00:00\r\n',49.2,0,197.8740157,73,0,0
2025-12-03 01:15:00\r\n',49.5,3,316.5984252,83,0,0
2025-12-03 01:30:00\r\n',51.3,3,282.6771654,88.5,0,7.52E-05
2025-12-03 01:45:00\r\n',51.5,5,349.1062992,89,0,0.000148329
2025-12-03 02:00:00\r\n',52,8,310.9448819,90.5,0,0.000238308
2025-12-03 02:15:00\r\n',52.4,5,254.4094488,90.5,0,0.000322225
2025-12-03 02:30:00\r\n',52.2,4,320.8385827,90,0,0.000391394
2025-12-03 02:45:00\r\n',51.7,4,346.2795276,89.5,0,0.000458198
2025-12-03 03:00:00\r\n',51.7,5,344.8661417,90,0,0.000530212
2025-12-03 03:15:00\r\n',51.9,6,7.066929134,90.5,0,0.000607813
2025-12-03 03:30:00\r\n',51.8,2,350.519685,90.5,0,0.000668934
2025-12-03 03:45:00\r\n',51.2,2,322.2519685,90.5,0,0.000701604
2025-12-03 04:00:00\r\n',51.2,5,332.1456693,90,0,0.00075762
2025-12-03 04:15:00\r\n',50.7,2,12.72047244,89.5,0,0.000816599
2025-12-03 04:30:00\r\n',50.9,2,347.6929134,90,0,0.000852097
2025-12-03 04:45:00\r\n',51.1,3,332.1456693,90,0,0.000895216
2025-12-03 05:00:00\r\n',50.8,2,315.1850394,90,0,0.000938281
2025-12-03 05:15:00\r\n',50.8,0,8.480314961,90.5,0,0.000950685
2025-12-03 05:16:00\r\n',,,,,0,0.000950685
2025-12-03 05:30:00\r\n',50.5,1,332.1456693,91,0,0.000950685
2025-12-03 05:45:00\r\n',50.4,0,26.85433071,91,0,0.000950685
2025-12-03 06:00:00\r\n',50.2,0,26.85433071,92,0,0.000950685
2025-12-03 06:15:00\r\n',50.2,0,125.7913386,93,0,0.000950685
2025-12-03 06:30:00\r\n',50.1,0,127.2047244,93,0,0.000950685
2025-12-03 06:45:00\r\n',49.8,2,173.8464567,92,0,0.000966096
2025-12-03 07:00:00\r\n',49.4,3,197.8740157,90.5,0,0.001070758
2025-12-03 07:15:00\r\n',49.1,5,190.8070866,90.5,0,0.001290728
2025-12-03 07:30:00\r\n',48.7,0,134.2716535,90.5,0,0.001724411
2025-12-03 07:45:00\r\n',49.9,0,138.511811,90,0,0.002798985
2025-12-03 08:00:00\r\n',50.5,0,139.9251969,89.5,0,0.005459021
2025-12-03 08:15:00\r\n',51.1,0,132.8582677,88,0,0.009049084
2025-12-03 08:30:00\r\n',52.5,0,26.85433071,87.5,0,0.013668458
2025-12-03 08:45:00\r\n',52.8,0,28.26771654,88,0,0.01790259
2025-12-03 09:00:00\r\n',53.6,0,45.22834646,87.5,0,0.023480271
2025-12-03 09:15:00\r\n',54.5,0,67.84251969,85.5,0,0.031223461
2025-12-03 09:30:00\r\n',57.2,2,128.6181102,82,0,0.039461567
2025-12-03 09:45:00\r\n',58,2,148.4055118,78.5,0,0.048629605
2025-12-03 10:00:00\r\n',58.6,1,106.003937,76.5,0,0.05876037
2025-12-03 10:15:00\r\n',58.7,7,154.0590551,74,0,0.068617014
2025-12-03 10:16:00\r\n',,,,,0,0.068617014
2025-12-03 10:30:00\r\n',58.9,2,161.1259843,75.5,0,0.068617014
2025-12-03 10:45:00\r\n',59,2,113.0708661,74.5,0,0.076098681
2025-12-03 11:00:00\r\n',58.6,4,110.2440945,73,0,0.084291113
2025-12-03 11:15:00\r\n',59.2,4,106.003937,71.5,0,0.094551601
2025-12-03 11:30:00\r\n',59.6,1,48.05511811,72.5,0,0.10492899
2025-12-03 11:45:00\r\n',60.6,2,117.3110236,72,0,0.117004996
2025-12-03 12:00:00\r\n',60.5,6,98.93700787,67.5,0,0.126746538
2025-12-03 12:15:00\r\n',60.4,2,127.2047244,64,0,0.133912054
2025-12-03 12:30:00\r\n',61,2,107.4173228,61,0,0.146019607
2025-12-03 12:45:00\r\n',61.2,3,127.2047244,58.5,0,0.158264025
2025-12-03 13:00:00\r\n',61.2,3,151.2322835,56.5,0,0.16605
2025-12-03 13:15:00\r\n',61.3,2,158.2992126,58.5,0,0.173369753
2025-12-03 13:30:00\r\n',61.4,1,120.1377953,56.5,0,0.179871398
2025-12-03 13:45:00\r\n',60.8,0,134.2716535,60,0,0.185272543
2025-12-03 14:00:00\r\n',61.3,0,183.7401575,59,0,0.190578181
2025-12-03 14:15:00\r\n',60.7,2,141.3385827,62.5,0,0.197885269
2025-12-03 14:30:00\r\n',60.7,3,115.8976378,63.5,0,0.205815176
2025-12-03 14:45:00\r\n',59.5,1,135.6850394,65.5,0,0.21093326
2025-12-03 15:00:00\r\n',59.6,0,108.8307087,63.5,0,0.213296318
2025-12-03 15:15:00\r\n',58,2,200.7007874,68.5,0,0.214932397
2025-12-03 15:30:00\r\n',57.2,0,251.5826772,69,0,0.215955233
2025-12-03 15:45:00\r\n',57.2,0,269.9566929,74.5,0,0.216791402
2025-12-03 16:00:00\r\n',56.4,0,261.476378,79,0,0.217365501
2025-12-03 16:15:00\r\n',55.6,1,262.8897638,81.5,0,0.217686615
2025-12-03 16:30:00\r\n',55.3,4,251.5826772,81.5,0,0.217929249
2025-12-03 16:45:00\r\n',55.5,1,282.6771654,80.5,0,0.218011408
2025-12-03 17:00:00\r\n',55,2,245.9291339,81,0,0.218011408
2025-12-03 17:15:00\r\n',54.6,2,272.7834646,81.5,0,0.218011408
2025-12-03 17:30:00\r\n',54.6,0,260.0629921,80.5,0,0.218011408
2025-12-03 17:45:00\r\n',54.2,1,247.3425197,80,0,0.218011408
2025-12-03 18:00:00\r\n',54,1,269.9566929,79.5,0,0.218011408
2025-12-03 18:15:00\r\n',53.8,0,288.3307087,80,0,0.218011408
2025-12-03 18:30:00\r\n',53.4,0,301.0511811,81,0,0.218011408
2025-12-03 18:45:00\r\n',52.9,0,289.7440945,82,0,0.218011408
2025-12-03 19:00:00\r\n',52.7,0,298.2244094,83,0,0.218011408
2025-12-03 19:15:00\r\n',52.7,0,281.2637795,84.5,0,0.218011408
2025-12-03 19:30:00\r\n',52.7,3,318.011811,82.5,0,0.218011408
2025-12-03 19:45:00\r\n',52.8,1,261.476378,76,0,0.218011408
2025-12-03 20:00:00\r\n',52.9,0,272.7834646,71.5,0,0.218011408
2025-12-03 20:01:00\r\n',,,,,0,0.218011408
2025-12-03 20:15:00\r\n',52.5,3,293.984252,70,0,0.218011408
2025-12-03 20:30:00\r\n',52.8,0,310.9448819,68,0,0.218011408
2025-12-03 20:45:00\r\n',52.3,0,302.4645669,67.5,0,0.218011408
2025-12-03 21:00:00\r\n',52.1,1,281.2637795,66.5,0,0.218011408
2025-12-03 21:15:00\r\n',52.2,2,262.8897638,66,0,0.218011408
2025-12-03 21:30:00\r\n',52.2,3,267.1299213,66.5,0,0.218065588
2025-12-03 21:45:00\r\n',52.9,2,264.3031496,65,0,0.21812295
2025-12-03 22:00:00\r\n',53.3,2,255.8228346,64.5,0,0.218148263
2025-12-03 22:15:00\r\n',52.8,3,252.996063,66,0,0.218209178
2025-12-03 22:30:00\r\n',53.4,3,269.9566929,65,0,0.218302151
2025-12-03 22:45:00\r\n',53.3,3,254.4094488,64.5,0,0.218400192
2025-12-03 23:00:00\r\n',52.8,3,247.3425197,65,0,0.218497328
2025-12-03 23:15:00\r\n',52.8,2,245.9291339,64,0,0.218561407
2025-12-03 23:30:00\r\n',52.8,3,244.515748,63,0,0.21863043
2025-12-03 23:45:00\r\n',53.2,2,252.996063,61,0,0.218707355
2025-12-04 00:00:00\r\n',52.1,2,258.6496063,63,0,3.58E-05
2025-12-04 00:15:00\r\n',51.4,2,243.1023622,72,0,4.82E-05
2025-12-04 00:30:00\r\n',51.6,3,244.515748,73,0,7.07E-05
2025-12-04 00:45:00\r\n',51.9,2,243.1023622,72,0,9.35E-05
2025-12-04 01:00:00\r\n',52.6,3,254.4094488,71,0,0.000122021
2025-12-04 01:15:00\r\n',53.1,2,236.0354331,70,0,0.000156422
2025-12-04 01:30:00\r\n',53.2,1,278.4370079,73.5,0,0.000251866
2025-12-04 01:45:00\r\n',52.3,3,244.515748,72.5,0,0.000368082
2025-12-04 02:00:00\r\n',54.1,2,243.1023622,68,0,0.000524137
2025-12-04 02:15:00\r\n',54,2,243.1023622,66.5,0,0.000671511
2025-12-04 02:30:00\r\n',54.5,0,274.1968504,62.5,0,0.000754962
2025-12-04 02:45:00\r\n',55.1,2,245.9291339,59.5,0,0.000848881
2025-12-04 03:00:00\r\n',54.5,2,245.9291339,60.5,0,0.001034213
2025-12-04 03:15:00\r\n',53.9,3,240.2755906,62,0,0.001245189
2025-12-04 03:30:00\r\n',53.2,2,221.9015748,63,0,0.001446133
2025-12-04 03:45:00\r\n',54.3,2,241.6889764,61,0,0.0016178
2025-12-04 04:00:00\r\n',53.1,2,240.2755906,62,0,0.001791683
2025-12-04 04:15:00\r\n',51.7,5,195.0472441,65.5,0,0.002031424
2025-12-04 04:30:00\r\n',51.8,5,196.4606299,64,0,0.002316077
2025-12-04 04:45:00\r\n',50.4,6,203.5275591,66,0,0.002608649
2025-12-04 05:00:00\r\n',51.3,5,199.2874016,64,0,0.00289931
2025-12-04 05:15:00\r\n',51.7,5,197.8740157,61.5,0,0.003198632
2025-12-04 05:30:00\r\n',51.9,4,199.2874016,57.5,0,0.003508188
2025-12-04 05:45:00\r\n',51,6,200.7007874,58.5,0,0.003846219
2025-12-04 06:00:00\r\n',50.2,5,196.4606299,60.5,0,0.004181487
2025-12-04 06:15:00\r\n',52.4,5,190.8070866,52,0,0.004532568
2025-12-04 06:30:00\r\n',54.7,5,199.2874016,45.5,0,0.004969195
2025-12-04 06:45:00\r\n',53,4,195.0472441,49,0,0.005402147
2025-12-04 07:00:00\r\n',52.3,5,195.0472441,50.5,0,0.006066341
2025-12-04 07:15:00\r\n',52.6,3,187.980315,52,0,0.006775542
2025-12-04 07:30:00\r\n',53.9,3,200.7007874,50.5,0,0.007908168
2025-12-04 07:45:00\r\n',55.4,5,180.9133858,48,0,0.009859134
2025-12-04 08:00:00\r\n',56.3,5,195.0472441,48.5,0,0.012969017
2025-12-04 08:15:00\r\n',57,2,195.0472441,48.5,0,0.017141232
2025-12-04 08:30:00\r\n',55.1,0,204.9409449,58.5,0,0.022245142
2025-12-04 08:45:00\r\n',56.5,0,223.3149606,50,0,0.028176338
2025-12-04 09:00:00\r\n',55.9,0,308.1181102,59,0,0.034935107
2025-12-04 09:15:00\r\n',57.8,0,349.1062992,58,0,0.042671097
2025-12-04 09:30:00\r\n',58.4,0,11.30708661,54,0,0.051534055
2025-12-04 09:45:00\r\n',58.9,0,4.24015748,57,0,0.061216683
2025-12-04 10:00:00\r\n',58.9,0,110.2440945,56,0,0.071715008
2025-12-04 10:15:00\r\n',59.2,1,57.9488189,56.5,0,0.082963131
2025-12-04 10:30:00\r\n',59.3,0,110.2440945,55,0,0.094769984
2025-12-04 10:45:00\r\n',59.9,0,96.11023622,53.5,0,0.106996322
2025-12-04 11:00:00\r\n',60.3,0,69.25590551,53,0,0.119702027
2025-12-04 11:15:00\r\n',61.4,1,90.45669291,52,0,0.132934187
2025-12-04 11:30:00\r\n',61.6,1,89.04330709,47,0,0.14657519
2025-12-04 11:45:00\r\n',61.9,2,7.066929134,48,0,0.160291101
2025-12-04 12:00:00\r\n',62.9,0,124.3779528,46,0,0.174211417
2025-12-04 12:15:00\r\n',63.7,0,43.81496063,43,0,0.188032697
2025-12-04 12:30:00\r\n',64.2,0,16.96062992,36.5,0,0.200566195
2025-12-04 12:45:00\r\n',64.3,1,125.7913386,33,0,0.213101017
2025-12-04 13:00:00\r\n',64.2,0,318.011811,32.5,0,0.227135374
2025-12-04 13:15:00\r\n',64.8,2,278.4370079,31.5,0,0.241489566
2025-12-04 13:30:00\r\n',63.8,5,7.066929134,31.5,0,0.25266548
2025-12-04 13:45:00\r\n',64,0,195.0472441,36,0,0.260095374
2025-12-04 14:00:00\r\n',62.8,3,148.4055118,31,0,0.266000136
2025-12-04 14:15:00\r\n',62.5,0,169.6062992,31,0,0.271568435
2025-12-04 14:30:00\r\n',61.7,0,240.2755906,32,0,0.275952404
2025-12-04 14:45:00\r\n',61.6,0,330.7322835,33.5,0,0.278943924
2025-12-04 15:00:00\r\n',61,0,80.56299213,33,0,0.281251254
2025-12-04 15:15:00\r\n',60.8,0,149.8188976,37.5,0,0.283188177
2025-12-04 15:30:00\r\n',59.7,1,207.7677165,42,0,0.284911937
2025-12-04 15:45:00\r\n',59.5,0,216.2480315,37.5,0,0.286387703
2025-12-04 16:00:00\r\n',57.8,3,197.8740157,47.5,0,0.287566046
2025-12-04 16:15:00\r\n',56.6,5,200.7007874,49,0,0.28851495
2025-12-04 16:16:00\r\n',,,,,0,0.28851495
2025-12-04 16:30:00\r\n',56.4,2,228.9685039,43,0,0.28851495
2025-12-04 16:45:00\r\n',56.8,3,216.2480315,39,0,0.289004563
2025-12-04 17:00:00\r\n',56.1,3,230.3818898,38,0,0.289334055
2025-12-04 17:15:00\r\n',55,1,248.7559055,40.5,0,0.289486936
2025-12-04 17:30:00\r\n',53,3,204.9409449,45.5,0,0.289602463
2025-12-04 17:45:00\r\n',51.2,4,203.5275591,53.5,0,0.289821672
2025-12-04 18:00:00\r\n',50,5,202.1141732,60,0,0.290045314
2025-12-04 18:15:00\r\n',52,1,257.2362205,62,0,0.290157086
2025-12-04 18:30:00\r\n',51.6,2,240.2755906,57,0,0.290157086
2025-12-04 18:45:00\r\n',51.3,1,250.1692913,52.5,0,0.290167892
2025-12-04 19:00:00\r\n',51.8,0,267.1299213,51.5,0,0.290167892
2025-12-04 19:15:00\r\n',51.5,1,269.9566929,55.5,0,0.290167892
2025-12-04 19:30:00\r\n',51.9,1,306.7047244,53.5,0,0.290167892
2025-12-04 19:45:00\r\n',51.7,0,301.0511811,53,0,0.290167892
2025-12-04 20:00:00\r\n',51.4,1,284.0905512,53.5,0,0.290167892
2025-12-04 20:15:00\r\n',51.2,0,292.5708661,57,0,0.290167892
2025-12-04 20:30:00\r\n',51.2,1,291.1574803,59.5,0,0.290167892
2025-12-04 20:45:00\r\n',51.4,2,278.4370079,58,0,0.290167892
2025-12-04 21:00:00\r\n',50.7,1,305.2913386,64.5,0,0.290167892
2025-12-04 21:15:00\r\n',51,0,308.1181102,67.5,0,0.290167892
2025-12-04 21:30:00\r\n',51.1,0,312.3582677,71.5,0,0.290167892
2025-12-04 21:45:00\r\n',50.7,0,285.503937,75.5,0,0.290167892
2025-12-04 22:00:00\r\n',50.5,1,281.2637795,73.5,0,0.290167892
2025-12-04 22:15:00\r\n',51,2,258.6496063,69.5,0,0.290167892
2025-12-04 22:30:00\r\n',50.9,3,262.8897638,66.5,0,0.290211214
2025-12-04 22:45:00\r\n',51,3,255.8228346,67,0,0.290291212
2025-12-04 23:00:00\r\n',50.7,2,254.4094488,70.5,0,0.290330771
2025-12-04 23:15:00\r\n',50.4,1,268.5433071,72.5,0,0.290330771
2025-12-04 23:30:00\r\n',50.5,3,255.8228346,72.5,0,0.290330771
2025-12-04 23:45:00\r\n',50.6,2,252.996063,72.5,0,0.290351968
2025-12-05 00:00:00\r\n',49.3,0,251.5826772,73.5,0,0
2025-12-05 00:15:00\r\n',49.5,4,251.5826772,75,0,0
2025-12-05 00:30:00\r\n',50.3,3,257.2362205,70.5,0,6.77E-05
2025-12-05 00:45:00\r\n',50.1,3,247.3425197,67.5,0,0.000133578
