localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-07-12 05:45:00\r\n',49.4,0,219.0748031,95.5,0,0
2025-07-12 06:15:00\r\n',48.9,0,219.0748031,95.5,0,0.000277524
2025-07-12 06:30:00\r\n',49.2,0,219.0748031,95.5,0,0.000689801
2025-07-12 06:45:00\r\n',49.2,0,219.0748031,96,0,0.001910642
2025-07-12 07:00:00\r\n',51.2,0,219.0748031,96,0,0.004206642
2025-07-12 07:15:00\r\n',53.9,0,220.488189,95.5,0,0.007511348
2025-07-12 07:30:00\r\n',54.6,0,333.5590551,91.5,0,0.011493021
2025-07-12 07:45:00\r\n',56.2,1,33.92125984,92.5,0,0.016403157
2025-07-12 08:00:00\r\n',58.5,2,176.6732283,90.5,0,0.022913888
2025-07-12 08:15:00\r\n',59.2,0,333.5590551,88,0,0.030954857
2025-07-12 08:30:00\r\n',60.8,2,4.24015748,85,0,0.040362712
2025-07-12 08:45:00\r\n',62.7,4,346.2795276,81.5,0,0.050733203
2025-07-12 09:00:00\r\n',63.8,3,55.12204724,79.5,0,0.062490353
2025-07-12 09:30:00\r\n',65.4,6,148.4055118,75.5,0,0.089464305
2025-07-12 09:45:00\r\n',65.4,5,183.7401575,75,0,0.104414909
2025-07-12 10:00:00\r\n',64.6,8,163.9527559,74.5,0,0.11963202
2025-07-12 10:15:00\r\n',63,3,148.4055118,77,0,0.134491489
2025-07-12 10:30:00\r\n',64.1,1,269.9566929,77,0,0.149817539
2025-07-12 10:45:00\r\n',65.8,3,152.6456693,73,0,0.165858332
2025-07-12 10:47:00\r\n',,,,,0,0.165858332
2025-07-12 11:00:00\r\n',68.6,0,185.1535433,69.5,0,0.165858332
2025-07-12 11:15:00\r\n',69.2,2,175.2598425,66.5,0,0.188527352
2025-07-12 12:00:00\r\n',68.1,6,192.2204724,69.5,0,0.257371423
2025-07-12 12:15:00\r\n',68.9,1,73.49606299,68.5,0,0.281533376
2025-07-12 12:30:00\r\n',68.3,1,127.2047244,69,0,0.307620155
2025-07-12 12:45:00\r\n',70.2,0,161.1259843,66,0,0.334055939
2025-07-12 13:00:00\r\n',70.6,5,154.0590551,66,0,0.360092595
2025-07-12 13:30:00\r\n',71.8,8,81.97637795,63.5,0,0.408131447
2025-07-12 13:45:00\r\n',71.6,2,56.53543307,63,0,0.432903342
2025-07-12 14:00:00\r\n',70.6,6,278.4370079,65,0,0.457747352
2025-07-12 14:30:00\r\n',72.8,3,178.0866142,61.5,0,0.506015206
2025-07-12 14:45:00\r\n',72.8,4,131.4448819,61.5,0,0.530215257
2025-07-12 15:00:00\r\n',73.4,5,182.3267717,60.5,0,0.553353918
2025-07-12 15:15:00\r\n',73.6,1,108.8307087,59,0,0.576573846
2025-07-12 15:30:00\r\n',73.8,0,159.7125984,59,0,0.599855692
2025-07-12 15:45:00\r\n',73.8,3,159.7125984,59,0,0.622121068
2025-07-12 16:00:00\r\n',73.9,2,142.7519685,58.5,0,0.642854931
2025-07-12 16:15:00\r\n',73.9,2,175.2598425,58.5,0,0.662712513
2025-07-12 16:45:00\r\n',74.4,2,313.7716535,58.5,0,0.698984565
2025-07-12 17:00:00\r\n',72.4,7,7.066929134,60.5,0,0.714429994
2025-07-12 17:15:00\r\n',71.7,2,293.984252,61.5,0,0.72841843
2025-07-12 17:30:00\r\n',71.4,3,7.066929134,61.5,0,0.741485426
2025-07-12 17:45:00\r\n',69.1,2,9.893700787,65,0,0.752976898
2025-07-12 18:00:00\r\n',68.2,4,313.7716535,66.5,0,0.76282801
2025-07-12 18:15:00\r\n',67.3,2,7.066929134,68,0,0.771239134
2025-07-12 18:30:00\r\n',66.1,1,326.492126,69.5,0,0.778410197
2025-07-12 19:00:00\r\n',63.4,3,7.066929134,73.5,0,0.788063218
2025-07-12 19:15:00\r\n',61.5,4,346.2795276,76.5,0,0.789844175
2025-07-12 19:30:00\r\n',60.1,0,333.5590551,78.5,0,0.79004813
2025-07-12 20:00:00\r\n',58,0,308.1181102,82.5,0,0.79004813
2025-07-12 20:15:00\r\n',57.6,0,308.1181102,81.5,0,0.79004813
2025-07-12 20:30:00\r\n',57.1,0,301.0511811,84.5,0,0.79004813
2025-07-12 20:45:00\r\n',56.7,0,289.7440945,86,0,0.79004813
2025-07-12 21:00:00\r\n',55.2,0,289.7440945,87.5,0,0.79004813
2025-07-12 21:15:00\r\n',55.1,0,289.7440945,87.5,0,0.79004813
2025-07-12 21:30:00\r\n',53.9,0,289.7440945,88.5,0,0.79004813
2025-07-12 21:45:00\r\n',53.1,0,289.7440945,89,0,0.79004813
2025-07-12 22:00:00\r\n',53.2,0,289.7440945,90.5,0,0.79004813
2025-07-12 22:15:00\r\n',52.5,0,289.7440945,90,0,0.79004813
2025-07-12 22:30:00\r\n',52.1,0,289.7440945,91,0,0.79004813
2025-07-12 22:45:00\r\n',51.7,0,289.7440945,90.5,0,0.79004813
2025-07-12 23:00:00\r\n',51.9,0,289.7440945,93,0,0.79004813
2025-07-12 23:15:00\r\n',51.3,0,289.7440945,93.5,0,0.79004813
2025-07-12 23:30:00\r\n',51.7,0,226.1417323,93.5,0,0.79004813
2025-07-12 23:45:00\r\n',51.6,0,226.1417323,94,0,0.79004813
2025-07-13 00:15:00\r\n',52.1,0,226.1417323,93.5,0,0
2025-07-13 00:30:00\r\n',51.5,0,226.1417323,93.5,0,0
2025-07-13 00:45:00\r\n',51.1,0,226.1417323,94,0,0
2025-07-13 01:00:00\r\n',50.8,0,226.1417323,94.5,0,0
2025-07-13 01:15:00\r\n',50.7,0,226.1417323,95,0,0
2025-07-13 01:30:00\r\n',50.4,0,226.1417323,95,0,0
2025-07-13 01:45:00\r\n',49.9,0,226.1417323,95,0,0
2025-07-13 02:00:00\r\n',50.3,0,226.1417323,95,0,0
2025-07-13 02:15:00\r\n',50.5,0,226.1417323,95.5,0,0
2025-07-13 02:45:00\r\n',51.5,0,226.1417323,95.5,0,0
2025-07-13 03:00:00\r\n',50.7,0,226.1417323,95,0,0
2025-07-13 03:15:00\r\n',50.2,0,226.1417323,95,0,0
2025-07-13 04:00:00\r\n',50.2,0,226.1417323,95.5,0,0
2025-07-13 04:15:00\r\n',50.1,0,196.4606299,95.5,0,0
2025-07-13 04:30:00\r\n',49.8,0,196.4606299,95.5,0,0
2025-07-13 04:45:00\r\n',50.3,0,196.4606299,95.5,0,0
2025-07-13 05:00:00\r\n',49.8,0,196.4606299,95.5,0,0
2025-07-13 05:15:00\r\n',49.2,0,196.4606299,95.5,0,0
2025-07-13 05:30:00\r\n',49.2,0,196.4606299,95.5,0,0
2025-07-13 07:15:00\r\n',,,,,0,0
2025-07-13 07:16:00\r\n',,,,,0,0
2025-07-13 07:30:00\r\n',53.4,0,340.6259843,96,0,0
2025-07-13 07:45:00\r\n',55.2,0,342.0393701,93,0,0.004843362
2025-07-13 08:00:00\r\n',56.3,0,7.066929134,87.5,0,0.01137898
2025-07-13 08:15:00\r\n',55,2,31.09448819,92.5,0,0.017816195
2025-07-13 08:30:00\r\n',56.7,2,254.4094488,91.5,0,0.025268346
2025-07-13 08:45:00\r\n',59.3,0,11.30708661,87,0,0.035575082
2025-07-13 09:00:00\r\n',60.6,0,346.2795276,85.5,0,0.047325594
2025-07-13 09:15:00\r\n',63.1,1,42.4015748,80.5,0,0.060957753
2025-07-13 09:30:00\r\n',64.5,1,28.26771654,78,0,0.076202638
2025-07-13 09:45:00\r\n',66.2,0,322.2519685,74,0,0.092752841
2025-07-13 10:00:00\r\n',67.7,2,12.72047244,72,0,0.110136052
2025-07-13 10:30:00\r\n',70.5,5,316.5984252,67,0,0.142432623
2025-07-13 10:45:00\r\n',71.7,4,87.62992126,64.5,0,0.158820795
2025-07-13 11:00:00\r\n',73.8,2,62.18897638,62,0,0.178854601
2025-07-13 11:15:00\r\n',73.9,2,77.73622047,60.5,0,0.202396832
2025-07-13 11:30:00\r\n',73.5,3,166.7795276,61,0,0.2268536
2025-07-13 11:45:00\r\n',74.2,1,178.0866142,59,0,0.252240139
2025-07-13 12:15:00\r\n',74.9,7,154.0590551,58.5,0,0.302828862
2025-07-13 12:30:00\r\n',74.9,1,179.5,58,0,0.328826682
2025-07-13 12:45:00\r\n',75.6,6,151.2322835,57.5,0,0.355392973
2025-07-13 13:15:00\r\n',76.5,1,344.8661417,55,0,0.409223681
2025-07-13 13:30:00\r\n',77,3,72.08267717,54.5,0,0.437099474
2025-07-13 13:45:00\r\n',77.1,1,31.09448819,54,0,0.464854716
2025-07-13 14:00:00\r\n',78,3,254.4094488,52,0,0.492439733
2025-07-13 14:15:00\r\n',77.7,5,254.4094488,52.5,0,0.518751959
2025-07-13 14:30:00\r\n',77.3,1,325.0787402,53,0,0.544919133
2025-07-13 14:45:00\r\n',77.3,0,346.2795276,52.5,0,0.571220032
2025-07-13 15:00:00\r\n',76,0,318.011811,54,0,0.596561939
2025-07-13 15:15:00\r\n',76.7,4,312.3582677,53,0,0.620869389
2025-07-13 15:45:00\r\n',75.9,4,254.4094488,54,0,0.665219708
2025-07-13 16:00:00\r\n',75.7,2,344.8661417,53.5,0,0.686199423
2025-07-13 16:15:00\r\n',74.9,3,342.0393701,54.5,0,0.706116811
2025-07-13 16:30:00\r\n',75.3,4,346.2795276,55,0,0.724568531
2025-07-13 16:45:00\r\n',72.3,5,8.480314961,58.5,0,0.741312841
2025-07-13 17:00:00\r\n',71.4,4,8.480314961,59.5,0,0.75644309
2025-07-13 18:00:00\r\n',69.9,0,316.5984252,61.5,0,0.805201803
2025-07-13 18:15:00\r\n',69.2,2,12.72047244,63,0,0.813871537
2025-07-13 18:30:00\r\n',68.7,1,292.5708661,63.5,0,0.821028123
2025-07-13 19:00:00\r\n',65.5,2,306.7047244,69,0,0.830583904
2025-07-13 19:15:00\r\n',64.3,2,340.6259843,71,0,0.832322495
2025-07-13 19:30:00\r\n',62.2,0,342.0393701,74.5,0,0.832471512
2025-07-13 20:00:00\r\n',59.2,0,342.0393701,79.5,0,0.832471512
2025-07-13 20:15:00\r\n',58.2,0,342.0393701,80.5,0,0.832471512
2025-07-13 20:30:00\r\n',56.5,0,342.0393701,83.5,0,0.832471512
2025-07-13 20:45:00\r\n',55.5,0,342.0393701,84.5,0,0.832471512
2025-07-13 21:00:00\r\n',55.2,0,330.7322835,85.5,0,0.832471512
2025-07-13 21:15:00\r\n',54.1,0,138.511811,87.5,0,0.832471512
2025-07-13 21:16:00\r\n',,,,,0,0.832471512
2025-07-13 21:30:00\r\n',53.2,0,144.1653543,90,0,0.832471512
2025-07-13 21:45:00\r\n',52.7,0,166.7795276,91.5,0,0.832471512
2025-07-13 22:00:00\r\n',52.4,0,168.1929134,92.5,0,0.832471512
2025-07-13 22:15:00\r\n',52.8,1,349.1062992,92,0,0.832471512
2025-07-13 22:30:00\r\n',53,4,330.7322835,93,0,0.832471512
2025-07-13 22:45:00\r\n',53.2,1,349.1062992,93,0,0.832471512
2025-07-13 23:00:00\r\n',53.7,1,316.5984252,94,0,0.832471512
2025-07-13 23:01:00\r\n',,,,,0,0.832471512
2025-07-13 23:15:00\r\n',53.9,3,330.7322835,94.5,0,0.832471512
2025-07-13 23:30:00\r\n',53.7,4,315.1850394,94.5,0,0.832471512
2025-07-13 23:45:00\r\n',53.5,0,318.011811,94.5,0,0.832471512
2025-07-14 00:00:00\r\n',53.4,1,326.492126,95,0,0
2025-07-14 00:30:00\r\n',53.5,2,337.7992126,95,0,0
2025-07-14 00:45:00\r\n',53.5,2,318.011811,95,0,1.28E-05
2025-07-14 01:00:00\r\n',53.5,2,342.0393701,95.5,0,2.43E-05
2025-07-14 01:30:00\r\n',53.4,3,254.4094488,95.5,0,5.40E-05
2025-07-14 01:45:00\r\n',53.3,1,339.2125984,95.5,0,6.43E-05
2025-07-14 02:00:00\r\n',53.2,3,339.2125984,95.5,0,7.45E-05
2025-07-14 02:15:00\r\n',53.3,0,318.011811,95.5,0,7.97E-05
2025-07-14 02:30:00\r\n',53.2,0,342.0393701,95.5,0,7.97E-05
2025-07-14 02:45:00\r\n',53.1,0,306.7047244,96,0,7.97E-05
2025-07-14 03:00:00\r\n',53,0,318.011811,96,0,7.97E-05
2025-07-14 03:15:00\r\n',52.9,0,301.0511811,96,0,7.97E-05
2025-07-14 03:45:00\r\n',52.5,0,298.2244094,96,0,7.97E-05
2025-07-14 04:00:00\r\n',52.3,0,228.9685039,96,0,7.97E-05
2025-07-14 04:15:00\r\n',51.5,0,204.9409449,96,0,7.97E-05
2025-07-14 05:00:00\r\n',51.4,0,179.5,96,0,7.97E-05
2025-07-14 05:15:00\r\n',50.7,0,179.5,96,0,7.97E-05
2025-07-14 06:00:00\r\n',50.7,0,179.5,96,0,0.000170158
2025-07-14 06:15:00\r\n',50.7,0,179.5,96,0,0.000331378
2025-07-14 06:30:00\r\n',50.4,0,179.5,96,0,0.000716388
2025-07-14 06:45:00\r\n',51.3,0,179.5,96.5,0,0.0017816
2025-07-14 07:00:00\r\n',51.7,0,179.5,96,0,0.003393815
2025-07-14 07:15:00\r\n',52.4,0,94.69685039,96.5,0,0.005282588
2025-07-14 07:30:00\r\n',53.3,0,80.56299213,96.5,0,0.00784802
2025-07-14 07:45:00\r\n',53.9,2,344.8661417,96.5,0,0.011281201
2025-07-14 08:30:00\r\n',58.2,0,268.5433071,96,0,0.033561537
2025-07-14 08:45:00\r\n',60.9,1,202.1141732,89.5,0,0.045152969
2025-07-14 09:00:00\r\n',60.9,5,145.5787402,86,0,0.054357992
2025-07-14 09:30:00\r\n',64.3,4,217.6614173,79.5,0,0.076051381
2025-07-14 09:45:00\r\n',65,2,87.62992126,79,0,0.091980631
2025-07-14 10:00:00\r\n',65.1,7,135.6850394,78.5,0,0.106964805
2025-07-14 10:30:00\r\n',,,,,0,0.106964805
2025-07-14 10:45:00\r\n',69.3,3,14.13385827,70.5,0,0.106964805
2025-07-14 11:00:00\r\n',69.8,3,80.56299213,69.5,0,0.126366623
2025-07-14 11:15:00\r\n',71.6,3,7.066929134,65,0,0.148524269
2025-07-14 11:30:00\r\n',71.5,5,4.24015748,66,0,0.17142494
2025-07-14 11:45:00\r\n',72.2,0,7.066929134,63.5,0,0.195820416
2025-07-14 11:47:00\r\n',,,,,0,0.195820416
2025-07-14 12:00:00\r\n',74.7,3,7.066929134,60,0,0.195820416
2025-07-14 12:15:00\r\n',75.3,6,7.066929134,57.5,0,0.221365271
2025-07-14 12:30:00\r\n',74.9,2,11.30708661,59,0,0.247492748
2025-07-14 13:00:00\r\n',75.2,5,163.9527559,58.5,0,0.30069435
2025-07-14 13:15:00\r\n',75.8,4,238.8622047,57.5,0,0.327052261
2025-07-14 13:30:00\r\n',76.7,3,343.4527559,55,0,0.354028826
2025-07-14 14:00:00\r\n',76.7,3,254.4094488,54.5,0,0.407944904
2025-07-14 14:15:00\r\n',77.5,2,337.7992126,54,0,0.434672536
2025-07-14 14:30:00\r\n',76.4,3,7.066929134,55.5,0,0.460891008
2025-07-14 15:00:00\r\n',75.3,4,343.4527559,56.5,0,0.509938295
2025-07-14 15:15:00\r\n',76,5,322.2519685,55.5,0,0.532858852
2025-07-14 15:30:00\r\n',74.4,6,15.54724409,58,0,0.532858852
2025-07-14 17:15:00\r\n',73.5,4,315.1850394,58.5,0,0.532858852
2025-07-14 17:30:00\r\n',72.7,0,326.492126,59.5,0,0.545932162
2025-07-14 17:45:00\r\n',71.3,4,325.0787402,61.5,0,0.557476471
2025-07-14 18:00:00\r\n',70.4,5,339.2125984,63,0,0.567165359
2025-07-14 18:15:00\r\n',69.2,6,14.13385827,65.5,0,0.575348902
2025-07-14 18:45:00\r\n',67.6,3,339.2125984,67.5,0,0.587656533
2025-07-14 19:00:00\r\n',66.3,1,254.4094488,69.5,0,0.591734768
2025-07-14 19:15:00\r\n',65.4,0,330.7322835,71,0,0.593591795
2025-07-14 19:30:00\r\n',63.9,1,319.4251969,73.5,0,0.593996849
2025-07-14 19:45:00\r\n',62,0,319.4251969,76,0,0.594256979
2025-07-14 20:15:00\r\n',60,0,319.4251969,79.5,0,0.594256979
2025-07-14 20:30:00\r\n',58.7,0,168.1929134,81.5,0,0.594256979
2025-07-14 20:45:00\r\n',57.5,0,158.2992126,83.5,0,0.594256979
2025-07-14 21:00:00\r\n',56.9,0,158.2992126,85,0,0.594256979
2025-07-14 21:30:00\r\n',55.7,0,158.2992126,86.5,0,0.594256979
2025-07-14 21:45:00\r\n',55,0,158.2992126,86.5,0,0.594256979
2025-07-14 22:00:00\r\n',54.6,0,158.2992126,87,0,0.594256979
2025-07-14 22:15:00\r\n',54.3,0,158.2992126,88.5,0,0.594256979
2025-07-14 22:30:00\r\n',53.3,0,158.2992126,89,0,0.594256979
2025-07-14 22:45:00\r\n',53.4,0,158.2992126,89,0,0.594256979
2025-07-14 23:00:00\r\n',53.3,0,158.2992126,89.5,0,0.594256979
2025-07-14 23:15:00\r\n',52.8,0,158.2992126,89.5,0,0.594256979
2025-07-14 23:30:00\r\n',51.8,0,158.2992126,90.5,0,0.594256979
2025-07-14 23:45:00\r\n',51.1,0,158.2992126,92,0,0.594256979
2025-07-15 00:00:00\r\n',50.9,0,158.2992126,93.5,0,0
2025-07-15 00:15:00\r\n',50.7,0,158.2992126,93.5,0,0
2025-07-15 00:30:00\r\n',50.6,0,158.2992126,94,0,0
2025-07-15 01:00:00\r\n',50.2,0,163.9527559,94.5,0,0
2025-07-15 01:15:00\r\n',50.3,0,163.9527559,95,0,0
2025-07-15 03:00:00\r\n',50.2,0,163.9527559,94.5,0,0
2025-07-15 03:15:00\r\n',50.1,0,163.9527559,95,0,0
2025-07-15 03:30:00\r\n',50.3,0,163.9527559,95,0,0
2025-07-15 03:45:00\r\n',49.9,0,165.3661417,93.5,0,0
2025-07-15 04:00:00\r\n',49.2,0,179.5,93.5,0,0
2025-07-15 04:15:00\r\n',50.3,0,163.9527559,94.5,0,0
2025-07-15 04:30:00\r\n',50.6,0,171.019685,94.5,0,0
2025-07-15 04:45:00\r\n',50,0,172.4330709,94,0,0
2025-07-15 05:00:00\r\n',50.3,0,171.019685,94.5,0,0
2025-07-15 05:15:00\r\n',49.7,0,241.6889764,94.5,0,0
2025-07-15 05:30:00\r\n',52.1,3,149.8188976,95.5,0,6.47E-06
2025-07-15 05:45:00\r\n',52.8,2,144.1653543,94.5,0,3.13E-05
2025-07-15 06:00:00\r\n',54,5,185.1535433,94.5,0,0.00013253
2025-07-15 06:15:00\r\n',53.8,3,152.6456693,94,0,0.000348447
2025-07-15 06:30:00\r\n',53.1,1,124.3779528,95,0,0.000750802
2025-07-15 06:45:00\r\n',54,0,134.2716535,95,0,0.001357077
2025-07-15 07:00:00\r\n',54.7,1,152.6456693,95.5,0,0.002167748
2025-07-15 07:15:00\r\n',55.4,0,59.36220472,96,0,0.003487582
2025-07-15 07:30:00\r\n',55.4,0,70.66929134,95.5,0,0.005431174
2025-07-15 07:45:00\r\n',55.6,0,87.62992126,95.5,0,0.008019651
2025-07-15 08:00:00\r\n',56.1,1,67.84251969,96,0,0.010725269
2025-07-15 08:15:00\r\n',56.7,0,66.42913386,94.5,0,0.01396814
2025-07-15 08:30:00\r\n',57.9,0,46.64173228,92.5,0,0.0186772
2025-07-15 08:45:00\r\n',59.5,3,90.45669291,89.5,0,0.025730353
2025-07-15 09:00:00\r\n',60.2,1,93.28346457,87,0,0.033079584
2025-07-15 09:15:00\r\n',60.9,1,56.53543307,85.5,0,0.040336931
2025-07-15 09:30:00\r\n',61.8,2,130.0314961,83.5,0,0.049635689
2025-07-15 09:45:00\r\n',61.8,4,224.7283465,81.5,0,0.063030285
2025-07-15 10:00:00\r\n',61.8,4,120.1377953,82,0,0.077259453
2025-07-15 10:15:00\r\n',61.5,2,162.5393701,82.5,0,0.088439343
2025-07-15 10:30:00\r\n',62.1,3,135.6850394,82,0,0.101117343
2025-07-15 10:45:00\r\n',63.2,2,87.62992126,79.5,0,0.116705174
2025-07-15 11:00:00\r\n',63,5,144.1653543,80,0,0.132746181
2025-07-15 11:30:00\r\n',65.4,4,134.2716535,76,0,0.172412512
2025-07-15 11:45:00\r\n',65.9,7,155.4724409,74.5,0,0.195188095
2025-07-15 12:00:00\r\n',65.6,5,155.4724409,75,0,0.217477135
2025-07-15 12:15:00\r\n',65.9,2,151.2322835,73.5,0,0.241108469
2025-07-15 12:30:00\r\n',66.2,2,162.5393701,73,0,0.265641031
2025-07-15 12:45:00\r\n',67.1,5,165.3661417,70.5,0,0.289454908
2025-07-15 12:46:00\r\n',,,,,0,0.289454908
2025-07-15 13:00:00\r\n',67.9,2,228.9685039,69.5,0,0.289454908
2025-07-15 13:30:00\r\n',70.8,4,171.019685,66,0,0.339961533
2025-07-15 13:45:00\r\n',70.3,2,217.6614173,65.5,0,0.365370012
2025-07-15 14:00:00\r\n',70.4,4,142.7519685,65,0,0.390500376
2025-07-15 14:15:00\r\n',71,5,172.4330709,65,0,0.414550137
2025-07-15 14:30:00\r\n',71.6,3,171.019685,63.5,0,0.438601223
2025-07-15 14:45:00\r\n',71.1,4,172.4330709,64.5,0,0.462397144
2025-07-15 15:00:00\r\n',72.3,4,206.3543307,62,0,0.485384815
2025-07-15 15:15:00\r\n',71.3,3,135.6850394,62,0,0.507955761
2025-07-15 15:30:00\r\n',72.3,4,131.4448819,62,0,0.529731268
2025-07-15 16:00:00\r\n',70.8,3,161.1259843,63.5,0,0.570424713
2025-07-15 16:15:00\r\n',70.3,5,142.7519685,64,0,0.588925464
2025-07-15 16:30:00\r\n',69.3,3,175.2598425,65,0,0.606201074
2025-07-15 16:45:00\r\n',69.7,0,199.2874016,65.5,0,0.623164344
2025-07-15 17:00:00\r\n',68.2,2,15.54724409,66,0,0.638933944
2025-07-15 17:15:00\r\n',67.8,3,12.72047244,67,0,0.638933944
2025-07-15 18:15:00\r\n',,,,,0,0.638933944
2025-07-15 18:30:00\r\n',61.9,4,4.24015748,76,0,0.638933944
2025-07-15 18:45:00\r\n',60.9,1,332.1456693,77,0,0.644283167
2025-07-15 19:00:00\r\n',59.9,3,4.24015748,79.5,0,0.648190318
2025-07-15 19:15:00\r\n',58.9,0,319.4251969,81.5,0,0.649957327
2025-07-15 19:30:00\r\n',57.8,0,322.2519685,83,0,0.6502026
2025-07-15 19:31:00\r\n',,,,,0,0.6502026
2025-07-15 19:45:00\r\n',56.7,0,298.2244094,84,0,0.6502026
2025-07-15 20:00:00\r\n',55.5,0,298.2244094,86.5,0,0.6502026
2025-07-15 20:15:00\r\n',54.8,0,288.3307087,89,0,0.6502026
2025-07-15 20:30:00\r\n',55.2,1,316.5984252,89.5,0,0.6502026
2025-07-15 20:45:00\r\n',55.1,1,337.7992126,90.5,0,0.6502026
2025-07-15 21:00:00\r\n',55,1,336.3858268,91,0,0.6502026
2025-07-15 21:15:00\r\n',54.9,1,322.2519685,91.5,0,0.6502026
2025-07-15 21:30:00\r\n',54.6,0,334.9724409,92,0,0.6502026
2025-07-15 21:45:00\r\n',54.3,1,4.24015748,93,0,0.6502026
2025-07-15 22:00:00\r\n',54.2,0,346.2795276,93.5,0,0.6502026
2025-07-15 22:15:00\r\n',54.1,0,333.5590551,93.5,0,0.6502026
2025-07-15 22:30:00\r\n',53.9,1,301.0511811,94,0,0.6502026
2025-07-15 22:45:00\r\n',53.8,1,329.3188976,94.5,0,0.6502026
2025-07-15 23:15:00\r\n',53.5,1,340.6259843,94.5,0,0.6502026
2025-07-15 23:30:00\r\n',53.5,0,318.011811,95,0,0.6502026
2025-07-15 23:45:00\r\n',53.2,0,291.1574803,95,0,0.6502026
2025-07-16 00:00:00\r\n',53.1,0,291.1574803,95,0,0
2025-07-16 00:15:00\r\n',53.1,0,291.1574803,95,0,0
2025-07-16 00:30:00\r\n',52.9,0,296.8110236,95.5,0,0
2025-07-16 00:45:00\r\n',52.8,0,296.8110236,95.5,0,0
2025-07-16 01:00:00\r\n',52.9,0,296.8110236,95.5,0,0
2025-07-16 01:15:00\r\n',53.1,0,296.8110236,95.5,0,0
2025-07-16 01:30:00\r\n',53.7,0,296.8110236,96,0,0
2025-07-16 01:45:00\r\n',54,0,296.8110236,95.5,0,0
2025-07-16 02:00:00\r\n',53.8,0,296.8110236,96,0,0
2025-07-16 02:15:00\r\n',53.8,0,101.7637795,96,0,0
2025-07-16 02:45:00\r\n',54.1,0,161.1259843,96,0,0
2025-07-16 03:00:00\r\n',54.6,2,146.992126,96,0,0
2025-07-16 03:15:00\r\n',54.8,2,89.04330709,96,0,8.33E-06
2025-07-16 03:30:00\r\n',54.8,1,135.6850394,96,0,1.19E-05
2025-07-16 04:00:00\r\n',54.7,6,162.5393701,96,0,5.10E-05
2025-07-16 04:15:00\r\n',54.6,3,155.4724409,96,0,7.60E-05
2025-07-16 04:30:00\r\n',54.6,3,125.7913386,96,0,9.22E-05
2025-07-16 05:00:00\r\n',54.6,4,137.0984252,96,0,0.000131048
2025-07-16 05:15:00\r\n',54.8,2,132.8582677,96,0,0.000147237
2025-07-16 05:30:00\r\n',54.8,3,146.992126,96,0,0.000159771
2025-07-16 05:45:00\r\n',55,3,135.6850394,96,0,0.000176057
2025-07-16 06:00:00\r\n',55.2,2,139.9251969,96,0,0.000196851
2025-07-16 06:15:00\r\n',55.4,2,154.0590551,95.5,0,0.000274737
2025-07-16 06:30:00\r\n',55.7,0,137.0984252,95.5,0,0.000423185
2025-07-16 06:45:00\r\n',56,0,145.5787402,95.5,0,0.000678771
2025-07-16 07:00:00\r\n',56.2,3,169.6062992,95.5,0,0.001072754
2025-07-16 07:45:00\r\n',56.5,3,104.5905512,95.5,0,0.003623047
2025-07-16 08:00:00\r\n',56.8,1,156.8858268,95.5,0,0.00506978
2025-07-16 08:15:00\r\n',56.9,3,163.9527559,95,0,0.006703762
2025-07-16 08:45:00\r\n',57.4,6,144.1653543,95,0,0.010445091
2025-07-16 09:00:00\r\n',57.7,3,132.8582677,94.5,0,0.012862432
2025-07-16 09:15:00\r\n',58.2,0,106.003937,94.5,0,0.01594677
2025-07-16 09:45:00\r\n',59,3,94.69685039,93,0,0.023557105
2025-07-16 10:00:00\r\n',59.7,5,185.1535433,92,0,0.02866909
2025-07-16 10:15:00\r\n',60.4,2,131.4448819,88.5,0,0.035327548
2025-07-16 12:00:00\r\n',67,5,178.0866142,72,0,0.140700184
2025-07-16 12:15:00\r\n',68.3,4,196.4606299,70,0,0.163963246
2025-07-16 12:30:00\r\n',67.2,5,165.3661417,71,0,0.187429577
2025-07-16 12:45:00\r\n',69.1,5,156.8858268,68,0,0.210931043
2025-07-16 13:00:00\r\n',69.7,8,149.8188976,65.5,0,0.234136814
2025-07-16 13:15:00\r\n',69.3,5,138.511811,67,0,0.257321221
2025-07-16 13:30:00\r\n',70.1,8,134.2716535,64.5,0,0.280453562
2025-07-16 13:45:00\r\n',69.3,0,155.4724409,65.5,0,0.304795291
2025-07-16 14:00:00\r\n',71.7,5,178.0866142,61.5,0,0.330044965
2025-07-16 14:15:00\r\n',71.6,7,144.1653543,62.5,0,0.353439518
2025-07-16 14:30:00\r\n',71.2,5,196.4606299,63,0,0.376303666
2025-07-16 15:15:00\r\n',72,1,128.6181102,61,0,0.445624084
2025-07-16 15:30:00\r\n',72.8,2,175.2598425,59,0,0.468119543
2025-07-16 15:45:00\r\n',71.9,1,142.7519685,60.5,0,0.48963336
2025-07-16 16:15:00\r\n',71.6,6,343.4527559,61,0,0.527623569
2025-07-16 16:30:00\r\n',70.8,6,344.8661417,62,0,0.544203777
2025-07-16 16:45:00\r\n',69.3,4,254.4094488,63.5,0,0.559766743
2025-07-16 17:15:00\r\n',67.9,2,332.1456693,66.5,0,0.58792606
2025-07-16 17:30:00\r\n',67.5,5,24.02755906,67,0,0.599917287
